Repository,Framework,Created At
ansible-roles/kibana-install,none,2019-05-08T10:50:17Z
ansible-roles/metalogging-config,none,2019-05-08T13:07:45Z
ansible-roles/packetbeat-install,none,2019-05-10T08:38:28Z
ansible-roles/filebeat-install,none,2019-05-10T10:58:39Z
ansible-roles/prometheusalertmanager-ami,none,2019-05-13T11:43:22Z
ansible-roles/dns,none,2019-05-13T13:15:56Z
ansible-roles/je-runtime,none,2019-05-14T06:42:33Z
ansible-roles/cloudwatchmetrics-ami,none,2019-05-16T08:50:01Z
ansible-roles/zuul,none,2019-05-18T15:57:24Z
ansible-roles/dummy,none,2019-05-23T12:29:19Z
ansible-roles/zuullogging,none,2019-05-23T16:54:42Z
ansible-roles/kongtestbed,none,2019-05-28T16:00:19Z
ansible-roles/smartpipelineevents,none,2019-05-30T15:08:12Z
ansible-roles/ossec-server-ami,none,2019-06-04T12:55:18Z
ansible-roles/zuul-runner,none,2019-06-11T17:06:35Z
ansible-roles/sagemaker-model,none,2019-06-18T09:41:54Z
ansible-roles/awscentralaccessiams,none,2019-06-24T09:26:40Z
ansible-roles/serverless-install,none,2019-07-08T15:24:26Z
ansible-roles/thousandeyesagent,none,2019-07-10T11:32:27Z
ansible-roles/eks,none,2019-07-18T11:03:09Z
ansible-roles/sitespeed,none,2019-07-24T08:59:05Z
ansible-roles/sitespeedworker,none,2019-07-24T11:17:19Z
ansible-roles/docker-install,none,2019-07-25T08:50:56Z
ansible-roles/noop,none,2019-08-01T15:31:00Z
ansible-roles/disco-ami,none,2019-08-02T11:52:32Z
ansible-roles/efs,none,2019-08-07T10:29:23Z
ansible-roles/disco,none,2019-08-07T13:33:14Z
ansible-roles/terraform,none,2019-08-13T16:49:44Z
ansible-roles/sagemaker-container,none,2019-08-13T19:59:01Z
ansible-roles/serviceiams,none,2019-08-27T07:19:32Z
ansible-roles/cloudabilityiams,none,2019-08-27T13:36:24Z
ansible-roles/infoseciams,none,2019-08-27T14:02:43Z
ansible-roles/pipelineorchestratoriams,none,2019-08-28T13:49:51Z
ansible-roles/launchtoweragentiams,none,2019-08-28T14:04:36Z
ansible-roles/terraform-plan,none,2019-09-01T03:20:05Z
ansible-roles/amiaccountshare,none,2019-09-05T21:33:09Z
ansible-roles/linux-ami-base,none,2019-09-06T14:37:47Z
ansible-roles/cloudwatchlogsiams,none,2019-09-12T08:55:28Z
ansible-roles/grafanacloudwatchiams,none,2019-09-12T13:08:14Z
ansible-roles/transitgatewayconfiguration,none,2019-09-16T11:05:09Z
ansible-roles/common-logrotate,none,2019-09-18T08:53:14Z
ansible-roles/common-cron,none,2019-09-18T10:54:05Z
ansible-roles/common-rsyslog,none,2019-09-18T13:13:13Z
ansible-roles/common-node-exporter,none,2019-09-18T17:05:39Z
ansible-roles/common-ansible-install,none,2019-09-19T17:06:22Z
ansible-roles/ansible-role-cookiecutter,none,2019-09-23T14:44:48Z
ansible-roles/consul-ami,none,2019-09-24T06:43:13Z
ansible-roles/s3consulbucket,none,2019-09-24T14:15:11Z
ansible-roles/common-runtime,none,2019-09-25T11:37:49Z
ansible-roles/git2consul-ami,none,2019-09-26T12:07:23Z
ansible-roles/common-uninstall-packages,none,2019-09-26T15:04:52Z
ansible-roles/monitoringrelayendpoint,none,2019-10-03T12:42:55Z
ansible-roles/consul-tls,none,2019-10-03T13:20:36Z
ansible-roles/consul-encryption-key,none,2019-10-08T08:26:02Z
ansible-roles/accountdecom,none,2019-10-15T10:31:01Z
ansible-roles/secretsmanagement-aws-kms,none,2019-10-24T15:18:19Z
ansible-roles/dynamodb,none,2019-10-28T10:09:37Z
ansible-roles/rdsmonitoringiams,none,2019-10-31T13:29:00Z
ansible-roles/scalefeaturesscalingrole,none,2019-11-01T11:28:14Z
ansible-roles/smpgrafana,none,2019-11-05T11:21:26Z
ansible-roles/runtime-setup,none,2019-11-06T10:07:30Z
ansible-roles/vault-config,none,2019-11-07T22:20:16Z
ansible-roles/tgw-iperf-east-west,none,2019-11-11T14:26:23Z
ansible-roles/consul-acls,none,2019-11-13T09:40:22Z
ansible-roles/tgw-iperf-north-south,none,2019-11-13T10:28:12Z
ansible-roles/consul-master-token,none,2019-11-15T13:05:27Z
ansible-roles/common-letsencrypt,none,2019-11-19T17:25:43Z
ansible-roles/radiator,none,2019-11-21T13:28:00Z
ansible-roles/awx-image-build,none,2019-11-27T15:40:00Z
ansible-roles/s3,none,2019-11-28T10:41:17Z
ansible-roles/invokelambdarole,none,2019-12-04T10:57:41Z
ansible-roles/teamcity-server,none,2019-12-06T19:59:08Z
ansible-roles/iamaccessanalyzer,none,2020-01-06T14:03:43Z
ansible-roles/gwt-ecs-task-def,none,2020-01-07T16:14:14Z
ansible-roles/gwt-generate-config,none,2020-01-10T10:22:30Z
ansible-roles/ssh-team-access,none,2020-01-13T15:50:02Z
ansible-roles/github-enterprise-add-certificates,none,2020-01-13T20:11:03Z
ansible-roles/secrets-config,none,2020-01-13T21:33:25Z
ansible-roles/set-hosted-zone,none,2020-01-16T08:28:50Z
ansible-roles/snowplows3loader,none,2020-01-17T11:26:41Z
ansible-roles/helm,none,2020-01-20T15:57:36Z
ansible-roles/ecs-taskdefinition,none,2020-01-22T15:09:21Z
ansible-roles/radiator-grafana,none,2020-01-26T14:19:56Z
ansible-roles/dc-directconnect,none,2020-01-27T11:20:02Z
ansible-roles/gwt-container-config,none,2020-01-28T08:14:33Z
ansible-roles/fluentd,none,2020-01-28T16:03:00Z
ansible-roles/gwt-awx-configure,none,2020-01-29T13:30:56Z
ansible-roles/globalwatchtowerconfigsync,none,2020-01-30T17:27:45Z
ansible-roles/consul-restore,none,2020-02-06T14:53:26Z
ansible-roles/consul-backup,none,2020-02-06T15:40:46Z
ansible-roles/smartgatewaydb,none,2020-02-07T11:25:54Z
ansible-roles/k8s,none,2020-02-09T17:07:07Z
ansible-roles/rdssubnetgroup,none,2020-02-10T10:52:03Z
ansible-roles/filebeat,none,2020-02-10T17:28:24Z
ansible-roles/publicdeveloperportal,none,2020-02-14T16:12:23Z
ansible-roles/nodejs-install-linux,none,2020-02-18T10:30:41Z
ansible-roles/windows-optimisations,none,2020-02-18T11:33:10Z
ansible-roles/web-nodejs-linux,none,2020-02-20T14:59:56Z
ansible-roles/secrets-auth-config,none,2020-02-25T13:58:25Z
ansible-roles/s3sync-multiple,none,2020-03-03T11:46:44Z
ansible-roles/ssm-parameter,none,2020-03-04T23:01:37Z
ansible-roles/teamcity-agent-install,none,2020-03-05T14:01:46Z
ansible-roles/s3queryoutputbuckets,none,2020-03-12T15:43:55Z
ansible-roles/debezium,none,2020-03-12T16:53:53Z
ansible-roles/api-resource-policy,none,2020-03-13T14:27:22Z
ansible-roles/engineer-access,none,2020-03-18T20:03:35Z
ansible-roles/common-java,none,2020-03-19T08:02:05Z
ansible-roles/s3assets,none,2020-03-24T12:02:56Z
ansible-roles/sonatypescanner-sqs-sns,none,2020-03-25T10:35:55Z
ansible-roles/adfs,none,2020-03-25T18:29:26Z
ansible-roles/common-statsdaemon,none,2020-03-26T09:18:15Z
ansible-roles/metrics-install,none,2020-03-26T12:06:56Z
ansible-roles/build-agent-ci,none,2020-03-26T16:09:32Z
ansible-roles/gwt-rabbitmq,none,2020-04-15T12:48:55Z
ansible-roles/mlp-infra,none,2020-04-15T13:17:36Z
ansible-roles/gwt-awx-ha,none,2020-04-21T11:14:13Z
ansible-roles/mlp-app,none,2020-04-22T09:16:13Z
ansible-roles/secondary-accounts-iam-roles,none,2020-05-01T11:52:17Z
ansible-roles/sesconfigset,none,2020-05-06T15:11:44Z
ansible-roles/web-nginx-dotnetcore,none,2020-05-13T16:13:08Z
ansible-roles/common-instance-storage,none,2020-05-15T07:18:54Z
ansible-roles/ghe-backup-server,none,2020-05-15T20:15:37Z
ansible-roles/kittmap-install,none,2020-05-20T00:26:02Z
ansible-roles/astro-ml-dag-deploy,none,2020-05-27T08:37:38Z
ansible-roles/vault-leases,none,2020-06-02T14:50:59Z
ansible-roles/cloud-custodian-roles,none,2020-06-04T21:56:33Z
ansible-roles/vault-cli,none,2020-06-16T08:58:25Z
ansible-roles/gcp,none,2020-06-18T20:08:49Z
ansible-roles/awswatchman-iam-setup,none,2020-07-02T16:47:45Z
ansible-roles/service-roles,none,2020-07-09T10:31:08Z
ansible-roles/pspemulator-secrets,none,2020-07-14T06:54:44Z
ansible-roles/tokenweb,none,2020-07-16T12:49:19Z
ansible-roles/elastalert-install,none,2020-07-22T13:53:48Z
ansible-roles/awswatchman-s3-setup,none,2020-07-23T08:52:31Z
ansible-roles/kinesis-data-analytics,none,2020-07-27T09:39:12Z
ansible-roles/app-group,none,2020-07-30T16:59:45Z
ansible-roles/istio-install,none,2020-08-05T14:27:08Z
ansible-roles/snstopiccreator,none,2020-08-11T09:13:18Z
ansible-roles/logstash,none,2020-08-17T14:58:15Z
ansible-roles/certmanager,none,2020-08-19T15:58:56Z
ansible-roles/cloud-custodian-logging,none,2020-08-20T20:30:25Z
ansible-roles/sonarqube,none,2020-08-24T15:39:18Z
ansible-roles/loggingmanager,none,2020-08-27T07:08:13Z
ansible-roles/dax,none,2020-09-21T11:56:41Z
ansible-roles/rdsproxy,none,2020-09-30T09:22:08Z
ansible-roles/eksclusterroles,none,2020-10-26T17:03:08Z
ansible-roles/clusteredredis,none,2020-10-30T09:03:19Z
ansible-roles/sqs-queue,none,2020-11-03T09:42:37Z
ansible-roles/istio-dashboards,none,2020-11-11T08:33:34Z
ansible-roles/data-airflow,none,2020-11-18T11:33:17Z
ansible-roles/silence-alerts,none,2020-11-26T11:20:13Z
ansible-roles/secrets-files,none,2020-12-03T09:17:01Z
ansible-roles/data-project,none,2020-12-14T09:44:39Z
ansible-roles/chaos-tk-deploy,none,2020-12-16T12:32:45Z
ansible-roles/terraform-destroy,none,2020-12-18T20:06:43Z
ansible-roles/cloudwatchevent,none,2020-12-21T10:57:47Z
ansible-roles/globalaccountdecom,none,2020-12-23T16:35:26Z
ansible-roles/teamcity-windows-agent,none,2021-01-04T20:55:23Z
ansible-roles/chaos-tk-image,none,2021-01-06T14:41:33Z
ansible-roles/metricbeat-install,none,2021-01-19T15:52:06Z
ansible-roles/cloud-custodian-deploy,none,2021-01-25T15:03:11Z
ansible-roles/common-tls,none,2021-01-27T11:49:51Z
ansible-roles/sagemaker-tensorflow,none,2021-02-01T15:56:31Z
ansible-roles/sns-topic-subscription,none,2021-02-01T16:40:43Z
ansible-roles/data-app,none,2021-02-08T10:46:35Z
ansible-roles/consul-iam,none,2021-02-16T10:32:11Z
ansible-roles/data-adhoc,none,2021-02-22T10:19:28Z
ansible-roles/configure-logging,none,2021-02-23T14:47:54Z
ansible-roles/messagebus-terraform,none,2021-02-24T14:56:34Z
ansible-roles/zscaler-connector,none,2021-02-24T15:41:11Z
ansible-roles/authenticationproxy,none,2021-02-25T16:22:57Z
ansible-roles/smartgatewayconfiguration-1,none,2021-03-04T09:33:31Z
ansible-roles/zuulbuildiams,none,2021-03-04T10:50:09Z
ansible-roles/infrastructure-templating,none,2021-03-05T10:21:33Z
ansible-roles/zuulnodeiam,none,2021-03-08T10:48:03Z
ansible-roles/data-app-test,none,2021-03-19T15:38:54Z
ansible-roles/kafka,none,2021-03-22T18:36:53Z
ansible-roles/rtadapter,none,2021-04-05T11:58:04Z
ansible-roles/iam,none,2021-04-12T16:32:04Z
ansible-roles/rt-adapter,none,2021-04-20T10:08:59Z
ansible-roles/common-tasks,none,2021-04-21T11:28:15Z
ansible-roles/kevents,none,2021-04-22T13:54:04Z
ansible-roles/configure-logstash,none,2021-04-27T16:26:18Z
ansible-roles/data-gke,none,2021-05-07T10:24:36Z
ansible-roles/aws-elasticsearch,none,2021-05-12T08:36:52Z
ansible-roles/logstashsqs,none,2021-05-12T13:51:43Z
ansible-roles/rtdashboard,none,2021-05-25T12:26:33Z
ansible-roles/kibanasavedobjects,none,2021-05-27T07:32:28Z
ansible-roles/synthcheck,none,2021-06-09T12:18:53Z
ansible-roles/clientstatsexporter,none,2021-06-23T08:09:25Z
ansible-roles/sql-combined,none,2021-06-24T15:44:09Z
ansible-roles/ami-hardening,none,2021-07-08T10:06:26Z
ansible-roles/configure-elasticlogging,none,2021-07-13T16:52:20Z
ansible-roles/kong-helm,none,2021-07-26T13:03:38Z
ansible-roles/data-network,none,2021-07-28T10:17:28Z
ansible-roles/elastic-operations,none,2021-07-30T08:44:39Z
ansible-roles/gkecertmanager,none,2021-08-03T09:01:34Z
ansible-roles/r53-traffic-policy,none,2021-08-04T14:13:02Z
ansible-roles/cloudwatchloggroup,none,2021-08-04T14:49:23Z
ansible-roles/pipelineiams,none,2021-08-06T13:18:39Z
ansible-roles/configure-logstashproxy,none,2021-09-01T09:46:19Z
ansible-roles/configure-logstashforwarder,none,2021-09-01T12:44:15Z
ansible-roles/iam-roles,none,2021-09-02T09:48:28Z
ansible-roles/secretsmanagement-vault-iam,none,2021-09-15T11:24:32Z
ansible-roles/testiam,none,2021-09-22T11:30:59Z
ansible-roles/airflowegressawsiams,none,2021-09-22T12:34:47Z
ansible-roles/awslbcontrollercrds,none,2021-09-24T09:31:16Z
ansible-roles/gsmpocsoc,none,2021-09-29T02:11:35Z
ansible-roles/ses-identity,none,2021-10-12T13:39:41Z
ansible-roles/nginx_test,none,2021-10-18T13:25:10Z
ansible-roles/eks-upgrade,none,2021-10-18T18:03:19Z
ansible-roles/prometheus-install,none,2021-10-19T12:12:34Z
ansible-roles/monitoringcache-install,none,2021-10-19T13:55:37Z
ansible-roles/clientstatsconfigupdate,none,2021-10-19T16:04:56Z
ansible-roles/monitoringweb-install,none,2021-10-25T07:46:37Z
ansible-roles/monitoringweb,none,2021-10-25T15:13:00Z
ansible-roles/monitoringrelay-install,none,2021-10-26T12:08:51Z
ansible-roles/teamcity-setup,none,2021-11-01T15:19:01Z
ansible-roles/istioserviceentries,none,2021-11-08T14:58:02Z
ansible-roles/elastic-restore,none,2021-11-15T09:44:10Z
ansible-roles/cdechatbot,none,2021-11-15T12:01:28Z
ansible-roles/pagerproxy-install,none,2021-11-17T07:55:08Z
ansible-roles/data-ci,none,2021-11-17T14:37:09Z
ansible-roles/messageexchange,none,2021-11-19T14:35:47Z
ansible-roles/awx-operator-deploy,none,2021-11-26T17:55:44Z
ansible-roles/watchtowerk8sdeploy,none,2021-12-03T16:18:20Z
ansible-roles/multivariant-sagemaker-tensorflow,none,2021-12-07T15:21:46Z
ansible-roles/tag-repo,none,2021-12-07T22:47:27Z
ansible-roles/globalwatchtowertemplatesync,none,2021-12-09T10:21:39Z
ansible-roles/secops-terraform-plan,none,2022-02-21T16:47:07Z
ansible-roles/monitoringcache,none,2022-02-22T09:51:28Z
ansible-roles/dmvpnhubconfig,none,2022-02-23T11:01:48Z
ansible-roles/dmvpnspokeconfig,none,2022-02-23T11:26:52Z
ansible-roles/silence-remote-writes,none,2022-02-28T09:28:55Z
ansible-roles/mlp-elasticache,none,2022-03-01T14:53:16Z
ansible-roles/multivariant-sagemaker-model,none,2022-03-01T16:37:48Z
ansible-roles/configure-eksgrafana,none,2022-03-07T08:29:25Z
ansible-roles/nginxinstall,none,2022-03-17T15:56:07Z
ansible-roles/confluent,none,2022-03-21T10:33:15Z
ansible-roles/s3syncefs,none,2022-03-21T15:20:08Z
ansible-roles/weblinux,none,2022-03-23T07:10:02Z
ansible-roles/ecr_repos,none,2022-03-23T15:11:36Z
ansible-roles/secops-terraform-apply,none,2022-03-28T11:24:00Z
ansible-roles/archive-data-datastream,none,2022-03-30T20:43:53Z
ansible-roles/dsiawsbackup,none,2022-04-13T08:23:41Z
ansible-roles/data-streaming,none,2022-04-29T12:09:50Z
ansible-roles/dataflow,none,2022-05-06T15:50:35Z
ansible-roles/datastream,none,2022-05-06T19:07:57Z
ansible-roles/rapid7-agent-install,none,2022-05-12T10:03:03Z
ansible-roles/cloudwatchalarm-snstopiccreator,none,2022-05-12T16:05:33Z
ansible-roles/cloudwatchalarmsns,none,2022-05-18T12:35:46Z
ansible-roles/common-statsd,none,2022-06-13T09:09:56Z
ansible-roles/monitoringstatsd-install,none,2022-06-14T08:12:29Z
ansible-roles/tarotpmcache,none,2022-06-30T06:13:10Z
ansible-roles/monitoringstatsdproxy-install,none,2022-07-06T06:59:29Z
ansible-roles/events-rule,none,2022-07-07T10:29:38Z
ansible-roles/gcp-organisations,none,2022-07-08T10:42:05Z
ansible-roles/custom-git-update,none,2022-07-14T09:51:22Z
ansible-roles/minimonitoring-install,none,2022-07-18T10:17:32Z
ansible-roles/kongk8splugins,none,2022-07-25T10:44:09Z
ansible-roles/data-kubeflow,none,2022-07-26T13:21:47Z
ansible-roles/localrole,none,2022-08-02T10:53:37Z
ansible-roles/chaos_runner,none,2022-08-09T08:39:48Z
ansible-roles/jenkins,none,2022-08-19T10:37:05Z
ansible-roles/eksloggroupsubscription,none,2022-08-19T13:48:16Z
ansible-roles/dnsapigateway,none,2022-08-22T19:54:50Z
ansible-roles/analytics-provisioning,none,2022-08-30T14:53:13Z
ansible-roles/restauranthours,none,2022-08-31T10:24:27Z
ansible-roles/jenkins-startup,none,2022-08-31T16:12:19Z
ansible-roles/monitoringalerting_install,none,2022-09-23T14:00:14Z
ansible-roles/winfim,none,2022-10-17T13:21:41Z
ansible-roles/data-example,none,2022-10-19T10:45:31Z
ansible-roles/consul-token,none,2022-10-28T11:51:40Z
ansible-roles/data-airflow-dags,none,2022-11-11T17:26:24Z
ansible-roles/awsmaintenancenotifications2pd,none,2022-11-18T13:30:45Z
ansible-roles/collectd,none,2022-11-22T11:43:22Z
ansible-roles/watchtowerk8s_s3assets,none,2022-12-09T08:23:01Z
ansible-roles/restaurantevents,none,2022-12-09T10:50:17Z
ansible-roles/data-datafusion,none,2023-01-18T16:51:13Z
ansible-roles/demo-static-web,none,2023-01-20T16:37:06Z
ansible-roles/topic-set-lambda,none,2023-02-01T17:42:42Z
ansible-roles/kafkaconnector,none,2023-02-03T19:07:29Z
ansible-roles/annotate-serviceaccount,none,2023-02-16T10:57:15Z
ansible-roles/ukconsumerweb,none,2023-04-25T08:27:22Z
ansible-roles/data-rip-kafka-ingestion,none,2023-05-03T12:06:49Z
ansible-roles/chaos-tk-helm,none,2023-05-11T09:02:58Z
ansible-roles/paymentsweb,none,2023-05-12T13:30:22Z
ansible-roles/smartgatewayscaleup,none,2023-05-25T21:20:36Z
ansible-roles/smartgatewayscaledown,none,2023-05-26T18:36:37Z
ansible-roles/smartgatewayrefresh,none,2023-05-27T06:00:15Z
ansible-roles/smartgatewaydetach,none,2023-06-27T16:28:27Z
ansible-roles/smartgatewaysecuritygroupmanager,none,2023-08-09T12:56:48Z
ansible-roles/datadogagent_win_install,none,2023-09-27T09:25:11Z
ansible-roles/PlatformMetadata,none,2024-01-17T16:14:53Z
ansible-roles/route53,none,2024-02-15T13:32:47Z
ansible-roles/gluejob,none,2024-05-22T15:05:39Z
ansible-roles/smartgatewaytagging,none,2024-06-18T12:35:55Z
ansible-roles/smartgatewayscaleinactivedown,none,2024-08-12T10:23:51Z
ansible-roles/amazon.aws,none,2024-09-17T13:37:06Z
ansible-roles/mirrors,none,2024-09-17T14:03:23Z
ansible-roles/ansible.posix,none,2024-09-17T15:37:08Z
ansible-roles/awx,none,2024-09-17T15:37:12Z
ansible-roles/community.aws,none,2024-09-17T15:37:24Z
ansible-roles/community.crypto,none,2024-09-17T15:37:29Z
ansible-roles/community.docker,none,2024-09-17T15:37:33Z
ansible-roles/community.hashi_vault,none,2024-09-17T15:37:37Z
ansible-roles/community.kubernetes,none,2024-09-17T15:37:41Z
ansible-roles/community.libvirt,none,2024-09-17T15:37:45Z
ansible-roles/community.rabbitmq,none,2024-09-17T15:37:49Z
ansible-roles/ansible-datadog,none,2024-09-17T15:44:02Z
ansible-roles/ansible-keepalived,none,2024-09-17T15:44:05Z
ansible-roles/community.general,none,2024-09-25T09:59:06Z
ansible-roles/awsdns,none,2024-10-29T15:08:35Z
ansible-roles/windows-upgrade,none,2025-11-27T20:21:02Z
image-builds/fedora,none,2018-06-19T16:22:11Z
image-builds/centos,none,2018-08-07T16:11:14Z
image-builds/amazonlinux,none,2018-08-16T09:39:20Z
image-builds/windows,none,2018-08-26T16:59:01Z
image-builds/windows-sql,none,2019-02-19T11:30:03Z
image-builds/logstash,none,2019-04-24T10:33:51Z
image-builds/logging,none,2019-05-08T10:28:35Z
image-builds/monitoring,none,2019-05-16T08:15:33Z
image-builds/infosec,none,2019-06-05T10:50:56Z
image-builds/pipeline-worker,none,2019-07-08T08:58:44Z
image-builds/secretsmanagement,none,2019-10-02T12:13:07Z
image-builds/teamcity-agent,none,2020-03-06T15:50:09Z
image-builds/kittmap,none,2020-05-18T10:08:38Z
image-builds/configuration,none,2020-10-13T13:34:22Z
image-builds/windows-2022,none,2021-09-06T12:20:25Z
image-builds/windows-cis,none,2022-04-20T10:44:22Z
image-builds/Local-AMIs-Builder,none,2022-05-30T08:08:36Z
image-builds/jenkins,none,2022-08-19T08:13:04Z
image-builds/ecs,none,2025-10-28T19:39:34Z
crm/braze-webhooks,none,2019-03-12T08:49:28Z
crm/braze-content-blocks,none,2019-03-12T08:50:12Z
crm/gcrm-newsletter-creator,none,2019-09-13T10:29:14Z
crm/runbook,none,2019-09-25T14:30:13Z
crm/gcrm-news-braze-template,none,2019-10-07T16:17:42Z
crm/voucher-api,none,2019-10-18T09:46:52Z
crm/tools,none,2020-01-10T16:48:00Z
crm/edna,none,2020-10-05T14:13:04Z
crm/sfmc-content-blocks,none,2021-07-14T10:26:55Z
crm/CCD,none,2021-10-26T09:01:30Z
crm/sfmc-leanplum-custom-activity,node,2022-03-15T14:24:14Z
crm/crm-tools,none,2022-06-06T20:59:34Z
crm/sfmc-new-customer-voucher-lp,none,2022-06-17T13:55:06Z
crm/sfmc-cloudpages,none,2022-07-13T11:59:28Z
crm/content-builder-back-up,none,2022-09-07T15:18:40Z
crm/crf-react,react,2022-10-25T08:09:51Z
crm/sfmc_automations,none,2023-04-06T09:06:56Z
crm/SFMC,none,2023-05-01T06:20:41Z
crm/gamification,none,2023-11-21T17:26:05Z
crm/documentation,none,2023-12-08T13:45:44Z
crm/platform-metadata,none,2024-07-12T17:26:34Z
crm/pulumi-providers,none,2024-12-16T13:02:07Z
crm/crm-tools-oneeks,none,2025-02-03T10:25:07Z
crm/test-github-actions,none,2025-03-12T15:04:45Z
crm/countdown,none,2025-03-31T16:09:46Z
crm/one-crm,none,2025-04-30T09:35:30Z
crm/salesforce,none,2025-07-28T10:29:28Z
crm/argo-deploys,none,2025-11-27T10:19:17Z
Offers/JE.ConsumerOffers.API,none,2019-04-23T15:15:00Z
Offers/JE.ConsumerOffers.Lambda,none,2019-04-25T08:32:09Z
Offers/JE.Offers.MonitoringConfiguration,none,2019-04-29T11:39:51Z
Offers/partnercentre-offersapi,none,2019-05-22T09:13:33Z
Offers/config,none,2019-06-19T14:52:33Z
Offers/RestaurantReportDataApi,none,2019-07-03T09:52:33Z
Offers/offers-c4-model,none,2019-10-25T10:14:34Z
Offers/JE.ConsumerOffersSystem.EndToEndTests,none,2020-01-30T15:55:43Z
Offers/JE.ConsumerOffers.Api.PerformanceTests,none,2020-02-21T11:33:41Z
Offers/partneroffersstore,none,2020-04-08T11:46:14Z
Offers/JE.Offers.Monitoring,none,2020-04-29T13:45:32Z
Offers/JE.ConsumerOffers.Localization,none,2020-08-05T13:55:13Z
Offers/consumerofferscache,none,2020-09-28T13:20:40Z
Offers/brandedrestaurantproductsstore,none,2020-12-02T08:14:36Z
Offers/JE.ConsumerOffers.OffersEngine,none,2020-12-07T09:44:39Z
Offers/JE.Offers.DateTimeExtensions,none,2020-12-28T13:58:54Z
Offers/stampcardstore,none,2021-01-28T11:00:08Z
Offers/restaurantmenuitemstore,none,2021-02-15T14:23:08Z
Offers/JE.Offers.Messages,none,2021-02-16T10:54:35Z
Offers/JE.Offers.DynamoDb,none,2021-03-05T13:27:12Z
Offers/JE.ConsumerOffers.DataModel,none,2021-04-23T11:23:21Z
Offers/JE.OfferManagement.Lambda,none,2021-05-31T11:04:54Z
Offers/JE.OfferManagement.API,none,2021-06-22T08:52:14Z
Offers/campaignstore,none,2021-06-24T09:15:04Z
Offers/offermanagementofferstore,none,2021-07-02T11:52:22Z
Offers/pc-marketing-offers-module,vue,2021-07-14T07:42:08Z
Offers/offermanagementcampaignstore,none,2021-08-11T14:36:36Z
Offers/offermanagementjobstore,none,2021-09-27T08:14:04Z
Offers/JE.OfferManagement.DataModel,none,2021-09-28T07:10:38Z
Offers/offermanagementrestaurantstore,none,2021-10-18T09:10:35Z
Offers/GrafanaGen.Json,none,2021-10-22T13:28:37Z
Offers/offermanagementweb,vue,2021-11-17T10:55:18Z
Offers/consumerfirstrestaurantordersstore,none,2021-11-19T09:50:07Z
Offers/subscriptionsummarystore,none,2021-12-22T09:31:30Z
Offers/jobsubitemsstore,none,2022-03-01T14:58:21Z
Offers/consumerrestaurantsstore,none,2022-04-15T13:34:06Z
Offers/restaurantoffersviewstore,none,2022-05-26T11:34:28Z
Offers/restaurantofferstore,none,2022-05-26T11:36:27Z
Offers/JE.ConsumerOffers.CacheModel,none,2022-06-13T13:54:27Z
Offers/offermgmtcampaignsubscriptionstore,none,2022-07-04T10:11:23Z
Offers/restaurantreportdatastore,none,2022-07-04T10:26:39Z
Offers/JE.Offers.TestUtils,none,2022-09-30T13:17:49Z
Offers/JE.Offers.Common,none,2022-10-21T12:40:28Z
Offers/offermanagementaggregatedmenustore,none,2022-10-25T15:19:48Z
Offers/tech-docs,none,2022-12-13T13:31:27Z
Offers/oneapp-kafka-integration,none,2023-02-06T14:58:32Z
Offers/offermanagementtakeawayofferstore,none,2023-02-14T13:06:51Z
Offers/oneappoffersyncer,none,2023-02-28T13:34:48Z
Offers/github-actions,none,2023-04-17T13:21:11Z
Offers/JE.ProductPriceHistory.DataModel,none,2023-09-08T12:37:42Z
Offers/lowestpriceapi,none,2023-09-12T07:59:47Z
Offers/productpricechangelambda,none,2023-09-12T13:15:20Z
Offers/pcoffersmodule,vue,2023-09-21T13:10:04Z
Offers/JE.Offers.MenuDTOs,none,2023-10-18T13:55:35Z
Offers/productpricehistorystore,none,2023-11-07T07:29:32Z
Offers/lowestpriceofferstore,none,2023-11-07T14:02:22Z
Offers/discountedproductstore,none,2023-11-07T14:03:53Z
Offers/LowestPriceSystemTests,none,2024-01-18T11:54:31Z
Offers/offertestmenustore,none,2024-01-25T09:12:45Z
Offers/offermanagementworker,none,2025-02-14T08:09:42Z
Architecture/api_specifications,none,2019-05-13T09:45:53Z
Architecture/swagger-diff,none,2019-07-30T21:06:04Z
Architecture/principles-and-practices,none,2019-08-12T15:00:04Z
Architecture/Documentation,none,2019-10-04T15:03:38Z
Architecture/Pythia,none,2019-11-20T10:35:52Z
Architecture/Hermes,none,2020-01-20T15:42:41Z
Architecture/architecture-diagrams-microsite,none,2020-05-14T10:05:56Z
Architecture/pythia-diagram-pipeline,none,2020-05-14T15:49:04Z
Architecture/services-metadata,none,2020-07-13T16:08:47Z
Architecture/PeopleProcessTech,none,2020-09-09T14:42:21Z
Architecture/asyncapi_specifications,none,2021-01-12T10:29:15Z
Architecture/CloudNativeHosting,none,2022-06-30T17:06:28Z
Architecture/Principles,none,2022-11-02T17:32:44Z
Architecture/Practices,none,2022-11-23T08:57:32Z
Architecture/backstage-entities,none,2022-12-23T15:56:00Z
Architecture/topic-set-lambda,none,2023-02-01T17:43:48Z
Architecture/OrgMetadataBot,none,2023-03-15T13:57:36Z
Architecture/APIDesignStandards,none,2023-04-05T10:56:02Z
Architecture/jet-environments,none,2023-05-17T15:28:18Z
Architecture/events-guild,none,2023-10-27T11:24:00Z
Architecture/structurizr,none,2024-05-24T15:21:36Z
